indi test_time age state gender farm trBVs
f11_24021 0 104.4 1 F 11 0.012215893724105
f11_24021 51.8 156.1 1 F 11 0.012215893724105
f11_24021 81.6 185.9 1 F 11 0.012215893724105
f11_24048 0 132.1 1 F 11 0.830191274761829
f11_24048 46.6 178.7 1 F 11 0.830191274761829
f11_24061 169.6 113.5 0 F 11 0.0316092492557357
f11_24087 0 124 0 F 11 -0.484036681213237
f11_24087 25.4 149.4 0 F 11 -0.484036681213237
f11_24088 0 146 0 F 11 0.684975051653969
f11_24088 51.8 197.8 1 F 11 0.684975051653969
f11_24088 101.7 247.7 1 F 11 0.684975051653969
f11_24094 103.8 104.9 0 F 11 -0.315374857802879
f11_24094 110.3 111.4 0 F 11 -0.315374857802879
f11_24119 0 57.5 0 F 11 -0.38056728559106
f11_24119 51.8 109.3 1 F 11 -0.38056728559106
f11_24119 103.8 161.3 1 F 11 -0.38056728559106
f11_24119 155.7 213.2 1 F 11 -0.38056728559106
f11_24119 204.9 262.4 1 F 11 -0.38056728559106
f11_24136 0 49 0 F 11 -0.295719081398381
f11_24136 51.8 100.8 0 F 11 -0.295719081398381
f11_24136 103.8 152.8 0 F 11 -0.295719081398381
f11_24136 123.5 172.5 0 F 11 -0.295719081398381
f11_24150 0 10 0 F 11 0.356834744974866
f11_24150 51.8 61.8 0 F 11 0.356834744974866
f11_24150 103.8 113.8 0 F 11 0.356834744974866
f11_24150 131.5 141.5 0 F 11 0.356834744974866
f11_24202 155.7 118.9 0 F 11 0.194904954757738
f11_24202 208 171.2 0 F 11 0.194904954757738
f11_24202 260 223.2 0 F 11 0.194904954757738
f11_24209 0 126.9 1 F 11 -0.178166299478116
f11_24209 51.8 178.6 1 F 11 -0.178166299478116
f11_24209 65.3 192.2 1 F 11 -0.178166299478116
f11_24214 0 136.2 1 F 11 0.0339941657469501
f11_24214 32.6 168.8 1 F 11 0.0339941657469501
f11_24228 103.8 122.4 0 F 11 -0.731839797213327
f11_24228 155.7 174.2 0 F 11 -0.731839797213327
f11_24228 208 226.5 0 F 11 -0.731839797213327
f11_24228 260 278.5 0 F 11 -0.731839797213327
f11_24230 42 133.7 0 F 11 -0.358078067050627
f11_24241 0 8.2 1 F 11 0.518922927198679
f11_24241 51.8 59.9 0 F 11 0.518922927198679
f11_24241 103.8 112 1 F 11 0.518922927198679
f11_24241 155.7 163.8 1 F 11 0.518922927198679
f11_24241 208 216.1 1 F 11 0.518922927198679
f11_24241 260 268.2 1 F 11 0.518922927198679
f11_24244 0 46 0 F 11 -0.306206895879325
f11_24244 15.3 61.3 0 F 11 -0.306206895879325
